date,time,r/w serial#,antenna power#0,antenna power#1,TAG No.,elapsed time,PC,EPC,CRC,RSSI,COUNT,ANT,misc.
20251126,17:08:22.287,SeleneSNum0001  ,24.0,24.0,1,7475848,3000,E280116060000204AC6AD0E6,6685,-54.8,3,0,N/A
20251126,17:08:22.287,SeleneSNum0001  ,24.0,24.0,2,7475856,3000,E280116060000204AC6AD1F9,B66A,-67.9,1,0,N/A
20251126,17:08:22.287,SeleneSNum0001  ,24.0,24.0,3,7475860,3000,E280116060000204AC6AD1FE,C68D,-57.6,3,0,N/A
20251126,17:08:22.287,SeleneSNum0001  ,24.0,24.0,4,7475866,3000,E280116060000204AC6AD1FD,F6EE,-63.6,3,0,N/A
20251126,17:08:22.287,SeleneSNum0001  ,24.0,24.0,5,7475871,3000,E280116060000204AC6AD0EC,C7CF,-68.4,1,0,N/A
20251126,17:08:22.356,SeleneSNum0001  ,24.0,24.0,6,7475901,3000,E280116060000204AC6AD1F9,B66A,-68.4,3,0,N/A
20251126,17:08:22.356,SeleneSNum0001  ,24.0,24.0,7,7475909,3000,E280116060000204AC6AD0EC,C7CF,-72.9,5,0,N/A
20251126,17:08:22.356,SeleneSNum0001  ,24.0,24.0,8,7475919,3000,E280116060000204AC6AD0E6,6685,-53.9,3,0,N/A
20251126,17:08:22.356,SeleneSNum0001  ,24.0,24.0,9,7475934,3000,E280116060000204AC6AD1FD,F6EE,-63.6,3,0,N/A
20251126,17:08:22.356,SeleneSNum0001  ,24.0,24.0,10,7475940,3000,E280116060000204AC6AD1FE,C68D,-57.6,3,0,N/A
20251126,17:08:22.410,SeleneSNum0001  ,24.0,24.0,11,7475973,3000,E280116060000204AC6AD1F9,B66A,-68.4,3,0,N/A
20251126,17:08:22.410,SeleneSNum0001  ,24.0,24.0,12,7475985,3000,E280116060000204AC6AD1FD,F6EE,-62.4,3,0,N/A
20251126,17:08:22.410,SeleneSNum0001  ,24.0,24.0,13,7475990,3000,E280116060000204AC6AD1FE,C68D,-57.0,1,0,N/A
20251126,17:08:22.410,SeleneSNum0001  ,24.0,24.0,14,7475996,3000,E280116060000204AC6AD0E6,6685,-53.9,1,0,N/A
20251126,17:08:22.410,SeleneSNum0001  ,24.0,24.0,15,7476000,3000,E280116060000204AC6AD0EC,C7CF,-69.0,1,0,N/A
20251126,17:08:22.472,SeleneSNum0001  ,24.0,24.0,16,7476024,3000,E280116060000204AC6AD0E6,6685,-54.8,3,0,N/A
20251126,17:08:22.472,SeleneSNum0001  ,24.0,24.0,17,7476031,3000,E280116060000204AC6AD1F9,B66A,-65.9,3,0,N/A
20251126,17:08:22.472,SeleneSNum0001  ,24.0,24.0,18,7476035,3000,E280116060000204AC6AD1FE,C68D,-57.0,3,0,N/A
