date,time,r/w serial#,antenna power#0,antenna power#1,TAG No.,elapsed time,PC,EPC,CRC,RSSI,COUNT,ANT,misc.
20251126,15:46:32.639,SeleneSNum0001  ,24.0,24.0,1,3995073,3000,E280116060000204AC6AD0EC,C7CF,-55.8,3,0,N/A
20251126,15:46:32.639,SeleneSNum0001  ,24.0,24.0,2,3995079,3000,E280116060000204AC6AD0E6,6685,-55.8,3,0,N/A
20251126,15:46:32.639,SeleneSNum0001  ,24.0,24.0,3,3995084,3000,E280116060000204AC6AD1FE,C68D,-57.0,3,0,N/A
20251126,15:46:32.639,SeleneSNum0001  ,24.0,24.0,4,3995091,3000,E280116060000204AC6AD1FD,F6EE,-61.8,1,0,N/A
20251126,15:46:32.692,SeleneSNum0001  ,24.0,24.0,5,3995123,3000,E280116060000204AC6AD1FD,F6EE,-60.8,5,0,N/A
20251126,15:46:32.692,SeleneSNum0001  ,24.0,24.0,6,3995132,3000,E280116060000204AC6AD0EC,C7CF,-55.8,3,0,N/A
20251126,15:46:32.692,SeleneSNum0001  ,24.0,24.0,7,3995141,3000,E280116060000204AC6AD1FE,C68D,-56.4,3,0,N/A
20251126,15:46:32.692,SeleneSNum0001  ,24.0,24.0,8,3995145,3000,E280116060000204AC6AD0E6,6685,-59.1,3,0,N/A
20251126,15:46:32.755,SeleneSNum0001  ,24.0,24.0,9,3995185,3000,E280116060000204AC6AD0E6,6685,-59.1,3,0,N/A
20251126,15:46:32.755,SeleneSNum0001  ,24.0,24.0,10,3995190,3000,E280116060000204AC6AD0EC,C7CF,-59.1,3,0,N/A
20251126,15:46:32.755,SeleneSNum0001  ,24.0,24.0,11,3995201,3000,E280116060000204AC6AD1FE,C68D,-55.8,1,0,N/A
20251126,15:46:32.755,SeleneSNum0001  ,24.0,24.0,12,3995207,3000,E280116060000204AC6AD1FD,F6EE,-62.4,3,0,N/A
20251126,15:46:32.824,SeleneSNum0001  ,24.0,24.0,13,3995237,3000,E280116060000204AC6AD1FE,C68D,-57.0,5,0,N/A
20251126,15:46:32.824,SeleneSNum0001  ,24.0,24.0,14,3995256,3000,E280116060000204AC6AD0E6,6685,-55.8,3,0,N/A
20251126,15:46:32.824,SeleneSNum0001  ,24.0,24.0,15,3995260,3000,E280116060000204AC6AD1FD,F6EE,-64.3,3,0,N/A
20251126,15:46:32.824,SeleneSNum0001  ,24.0,24.0,16,3995264,3000,E280116060000204AC6AD0EC,C7CF,-56.4,3,0,N/A
20251126,15:46:32.893,SeleneSNum0001  ,24.0,24.0,17,3995307,3000,E280116060000204AC6AD0EC,C7CF,-59.9,3,0,N/A
20251126,15:46:32.893,SeleneSNum0001  ,24.0,24.0,18,3995314,3000,E280116060000204AC6AD0E6,6685,-55.8,3,0,N/A
20251126,15:46:32.893,SeleneSNum0001  ,24.0,24.0,19,3995320,3000,E280116060000204AC6AD1FE,C68D,-55.8,3,0,N/A
20251126,15:46:32.893,SeleneSNum0001  ,24.0,24.0,20,3995324,3000,E280116060000204AC6AD1FD,F6EE,-59.9,5,0,N/A
