date,time,r/w serial#,antenna power#0,antenna power#1,TAG No.,elapsed time,PC,EPC,CRC,RSSI,COUNT,ANT,misc.
20251126,16:05:54.715,SeleneSNum0001  ,24.0,24.0,1,5157216,3000,E280116060000204AC6AD1FB,9628,-56.4,3,0,N/A
20251126,16:05:54.715,SeleneSNum0001  ,24.0,24.0,2,5157220,3000,E280116060000204AC6AD1F9,B66A,-55.8,3,0,N/A
20251126,16:05:54.715,SeleneSNum0001  ,24.0,24.0,3,5157228,3000,E280116060000204AC6AD0EC,C7CF,-60.8,1,0,N/A
20251126,16:05:54.715,SeleneSNum0001  ,24.0,24.0,4,5157233,3000,E280116060000204AC6AD1FE,C68D,-61.8,1,0,N/A
20251126,16:05:54.768,SeleneSNum0001  ,24.0,24.0,5,5157260,3000,E280116060000204AC6AD0EC,C7CF,-61.8,5,0,N/A
20251126,16:05:54.768,SeleneSNum0001  ,24.0,24.0,6,5157275,3000,E280116060000204AC6AD1FE,C68D,-61.8,1,0,N/A
20251126,16:05:54.768,SeleneSNum0001  ,24.0,24.0,7,5157285,3000,E280116060000204AC6AD1FB,9628,-57.6,3,0,N/A
20251126,16:05:54.768,SeleneSNum0001  ,24.0,24.0,8,5157290,3000,E280116060000204AC6AD1F9,B66A,-55.8,3,0,N/A
20251126,16:05:54.837,SeleneSNum0001  ,24.0,24.0,9,5157327,3000,E280116060000204AC6AD1FE,C68D,-60.8,5,0,N/A
20251126,16:05:54.837,SeleneSNum0001  ,24.0,24.0,10,5157331,3000,E280116060000204AC6AD0EC,C7CF,-61.8,3,0,N/A
20251126,16:05:54.837,SeleneSNum0001  ,24.0,24.0,11,5157339,3000,E280116060000204AC6AD1F9,B66A,-55.8,3,0,N/A
20251126,16:05:54.837,SeleneSNum0001  ,24.0,24.0,12,5157344,3000,E280116060000204AC6AD1FB,9628,-57.0,3,0,N/A
20251126,16:05:54.900,SeleneSNum0001  ,24.0,24.0,13,5157388,3000,E280116060000204AC6AD1FB,9628,-58.3,5,0,N/A
20251126,16:05:54.900,SeleneSNum0001  ,24.0,24.0,14,5157392,3000,E280116060000204AC6AD0EC,C7CF,-61.8,5,0,N/A
20251126,16:05:54.900,SeleneSNum0001  ,24.0,24.0,15,5157401,3000,E280116060000204AC6AD1F9,B66A,-56.4,3,0,N/A
20251126,16:05:54.900,SeleneSNum0001  ,24.0,24.0,16,5157409,3000,E280116060000204AC6AD1FE,C68D,-61.8,1,0,N/A
20251126,16:05:54.953,SeleneSNum0001  ,24.0,24.0,17,5157453,3000,E280116060000204AC6AD1F9,B66A,-55.8,3,0,N/A
20251126,16:05:54.953,SeleneSNum0001  ,24.0,24.0,18,5157457,3000,E280116060000204AC6AD1FE,C68D,-60.8,3,0,N/A
20251126,16:05:54.953,SeleneSNum0001  ,24.0,24.0,19,5157476,3000,E280116060000204AC6AD0EC,C7CF,-61.8,1,0,N/A
20251126,16:05:54.953,SeleneSNum0001  ,24.0,24.0,20,5157489,3000,E280116060000204AC6AD1FB,9628,-58.3,1,0,N/A
20251126,16:05:55.016,SeleneSNum0001  ,24.0,24.0,21,5157506,3000,E280116060000204AC6AD1FE,C68D,-62.4,3,0,N/A
20251126,16:05:55.016,SeleneSNum0001  ,24.0,24.0,22,5157515,3000,E280116060000204AC6AD1FB,9628,-57.6,3,0,N/A
20251126,16:05:55.016,SeleneSNum0001  ,24.0,24.0,23,5157519,3000,E280116060000204AC6AD0EC,C7CF,-61.8,3,0,N/A
