date,time,r/w serial#,antenna power#0,antenna power#1,TAG No.,elapsed time,PC,EPC,CRC,RSSI,COUNT,ANT,misc.
20251121,15:27:12.918,SeleneSNum0001  ,24.0,24.0,1,2028194,3000,E280116060000204AC6AD1FE,C68D,-63.6,3,0,N/A
20251121,15:27:12.918,SeleneSNum0001  ,24.0,24.0,2,2028203,3000,E280116060000204AC6AD1FD,F6EE,-63.6,3,0,N/A
20251121,15:27:12.918,SeleneSNum0001  ,24.0,24.0,3,2028207,3000,E280116060000204AC6AD1F9,B66A,-65.9,3,0,N/A
20251121,15:27:12.918,SeleneSNum0001  ,24.0,24.0,4,2028211,3000,E280116060000204AC6AD0E6,6685,-53.0,1,0,N/A
20251121,15:27:12.981,SeleneSNum0001  ,24.0,24.0,5,2028241,3000,E280116060000204AC6AD0E6,6685,-53.0,3,0,N/A
20251121,15:27:12.981,SeleneSNum0001  ,24.0,24.0,6,2028256,3000,E280116060000204AC6AD1FD,F6EE,-65.9,3,0,N/A
20251121,15:27:12.981,SeleneSNum0001  ,24.0,24.0,7,2028267,3000,E280116060000204AC6AD1FE,C68D,-63.6,1,0,N/A
20251121,15:27:12.981,SeleneSNum0001  ,24.0,24.0,8,2028272,3000,E280116060000204AC6AD1F9,B66A,-65.9,3,0,N/A
20251121,15:27:13.034,SeleneSNum0001  ,24.0,24.0,9,2028293,3000,E280116060000204AC6AD1FE,C68D,-63.6,5,0,N/A
20251121,15:27:13.034,SeleneSNum0001  ,24.0,24.0,10,2028312,3000,E280116060000204AC6AD1F9,B66A,-67.9,3,0,N/A
20251121,15:27:13.034,SeleneSNum0001  ,24.0,24.0,11,2028321,3000,E280116060000204AC6AD1FD,F6EE,-65.1,3,0,N/A
20251121,15:27:13.034,SeleneSNum0001  ,24.0,24.0,12,2028328,3000,E280116060000204AC6AD0E6,6685,-53.9,1,0,N/A
20251121,15:27:13.097,SeleneSNum0001  ,24.0,24.0,13,2028356,3000,E280116060000204AC6AD0E6,6685,-53.9,3,0,N/A
20251121,15:27:13.097,SeleneSNum0001  ,24.0,24.0,14,2028362,3000,E280116060000204AC6AD1F9,B66A,-65.1,5,0,N/A
